"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 01, 2012","85.88","85.84","86.40","85.84","11.72K","0.07%"
"Jan 31, 2012","85.82","85.65","86.55","85.64","9.52K","0.10%"
"Jan 30, 2012","85.73","86.03","86.70","85.65","17.20K","-0.63%"
"Jan 27, 2012","86.27","85.73","87.60","85.73","18.72K","0.03%"
"Jan 26, 2012","86.24","86.81","87.52","86.03","23.84K","-0.99%"
"Jan 25, 2012","87.10","88.92","88.92","86.93","72.13K","-0.41%"
"Jan 24, 2012","87.46","85.66","88.91","85.27","147.90K","1.71%"
"Jan 23, 2012","85.99","84.90","86.35","83.82","247.12K","3.59%"
"Jan 20, 2012","83.01","82.27","83.77","82.27","223.18K","1.36%"
"Jan 19, 2012","81.90","83.40","83.40","81.71","40.83K","-0.86%"
"Jan 18, 2012","82.61","81.22","82.68","81.18","143.07K","1.76%"
"Jan 17, 2012","81.18","80.19","81.53","80.17","34.41K","1.23%"
"Jan 16, 2012","80.19","79.83","80.39","79.68","58.75K","0.55%"
"Jan 13, 2012","79.75","80.58","80.62","79.50","58.06K","0.58%"
"Jan 12, 2012","79.29","80.02","80.02","79.26","17.08K","-0.80%"
"Jan 11, 2012","79.93","79.74","80.32","79.64","35.54K","-0.46%"
"Jan 10, 2012","80.30","80.77","81.52","79.65","24.15K","-0.86%"
"Jan 09, 2012","81.00","80.99","81.33","80.92","251.03K","-0.38%"
"Jan 06, 2012","81.31","81.37","82.57","80.09","42.77K","0.35%"
"Jan 05, 2012","81.03","82.26","82.26","80.77","44.95K","-0.94%"
"Jan 04, 2012","81.80","83.70","84.75","81.60","70.17K","-1.95%"
"Jan 03, 2012","83.43","80.51","83.77","80.51","39.35K","3.59%"
"Jan 02, 2012","80.54","79.56","80.77","79.56","11.26K","1.05%"
"Dec 30, 2011","79.70","81.65","81.81","79.64","144.96K","-1.77%"
"Dec 29, 2011","81.14","81.14","81.89","80.58","15.34K","0.93%"
"Dec 28, 2011","80.39","80.39","81.14","80.36","337.03K","-0.16%"
"Dec 27, 2011","80.52","80.62","81.14","80.39","10.92K","-0.31%"
"Dec 26, 2011","80.77","81.15","81.29","80.66","13.65K","-0.27%"
"Dec 23, 2011","80.99","81.12","81.86","80.92","23.60K","-0.25%"
"Dec 22, 2011","81.19","81.89","81.89","81.14","6.68K","-0.42%"
"Dec 21, 2011","81.53","82.27","82.57","81.52","34.46K","-0.51%"
"Dec 20, 2011","81.95","80.58","82.31","80.58","13.22K","0.96%"
"Dec 19, 2011","81.17","80.58","81.63","80.39","14.30K","0.35%"
"Dec 16, 2011","80.89","79.64","82.64","79.60","35.30K","-0.78%"
"Dec 15, 2011","81.53","82.12","83.28","80.95","99.94K","-1.90%"
"Dec 14, 2011","83.11","83.21","83.32","83.02","11.38K","0.25%"
"Dec 13, 2011","82.90","83.40","83.43","82.68","18.53K","-0.93%"
"Dec 12, 2011","83.68","83.61","84.22","83.39","23.24K","0.44%"
"Dec 09, 2011","83.31","82.28","83.49","82.28","12.68K","-0.07%"
"Dec 08, 2011","83.37","81.38","83.45","81.38","12.90K","0.74%"
"Dec 07, 2011","82.76","84.00","84.07","82.64","18.58K","-1.70%"
"Dec 02, 2011","84.19","84.11","84.26","83.40","17.37K","-0.06%"
"Dec 01, 2011","84.24","84.82","85.09","84.15","15.77K","-0.61%"
"Nov 30, 2011","84.76","84.22","84.90","84.22","18.34K","0.74%"
"Nov 29, 2011","84.14","83.77","84.52","83.40","29.19K","0.66%"
"Nov 28, 2011","83.59","84.90","84.90","83.40","13.77K","-1.39%"
"Nov 25, 2011","84.77","84.90","84.97","84.46","40.93K","0.20%"
"Nov 24, 2011","84.60","86.59","87.23","84.41","425.84K","-2.43%"
"Nov 23, 2011","86.71","86.44","86.93","86.40","38.24K","0.34%"
"Nov 22, 2011","86.42","86.03","86.59","85.84","31.40K","0.48%"
"Nov 21, 2011","86.01","85.84","86.59","85.65","21.38K","-0.38%"
"Nov 18, 2011","86.34","85.84","86.47","85.36","25.37K","0.33%"
"Nov 17, 2011","86.06","86.32","86.78","85.88","52.60K","-0.49%"
"Nov 16, 2011","86.48","86.51","86.92","86.40","23.60K","-0.52%"
"Nov 15, 2011","86.93","86.70","87.15","86.63","28.16K","-0.10%"
"Nov 14, 2011","87.02","86.85","87.49","86.78","41.63K","0.24%"
"Nov 11, 2011","86.81","87.19","87.68","86.40","197.29K","-0.02%"
"Nov 10, 2011","86.83","86.96","88.24","86.78","302.05K","0.02%"
"Nov 04, 2011","86.81","86.79","87.08","86.48","13.57K","0.42%"
"Nov 03, 2011","86.45","87.20","87.34","86.40","117.72K","-3.08%"
"Nov 02, 2011","89.20","87.29","89.41","87.29","63.08K","1.01%"
"Nov 01, 2011","88.31","88.09","88.98","88.09","36.46K","0.05%"
"Oct 31, 2011","88.27","87.90","89.77","87.90","134.00K","-0.26%"
"Oct 28, 2011","88.50","87.15","89.41","87.15","49.66K","1.88%"
"Oct 27, 2011","86.87","87.15","88.27","86.78","13.42K","-0.45%"
"Oct 26, 2011","87.26","87.15","87.74","86.93","26.57K","-0.11%"
"Oct 25, 2011","87.36","87.83","87.90","87.15","50.33K","0.36%"
"Oct 21, 2011","87.05","87.16","87.23","86.78","71.18K","-0.11%"
"Oct 20, 2011","87.15","87.19","87.53","86.81","176.98K","-0.11%"
"Oct 19, 2011","87.25","88.50","88.50","86.66","363.09K","-0.84%"
"Oct 18, 2011","87.99","88.28","88.58","87.53","62.42K","0.86%"
"Oct 17, 2011","87.24","88.66","89.86","86.93","773.39K","-0.68%"
"Oct 14, 2011","87.84","87.90","87.90","87.53","12.51K","0.38%"
"Oct 13, 2011","87.51","89.10","89.10","87.34","85.45K","-1.15%"
"Oct 12, 2011","88.53","88.41","88.77","88.28","48.94K","0.14%"
"Oct 11, 2011","88.41","89.41","89.56","88.28","93.72K","-1.04%"
"Oct 10, 2011","89.34","90.91","92.04","88.67","354.89K","0.12%"
"Oct 07, 2011","89.23","89.38","89.41","88.66","64.63K","0.42%"
"Oct 06, 2011","88.86","90.16","90.16","88.58","69.46K","-0.36%"
"Oct 05, 2011","89.18","89.59","90.52","88.89","82.79K","-0.47%"
"Oct 04, 2011","89.60","89.41","90.21","88.66","233.77K","0.72%"
"Oct 03, 2011","88.96","88.69","89.56","88.66","21.74K","-0.80%"
"Sep 30, 2011","89.68","89.56","90.16","88.66","28.78K","1.15%"
"Sep 29, 2011","88.66","89.37","89.32","88.28","19.33K","-0.27%"
"Sep 28, 2011","88.90","90.38","90.14","88.75","17.49K","-0.33%"
"Sep 27, 2011","89.19","87.19","89.41","87.19","28.00K","1.47%"
"Sep 26, 2011","87.90","87.60","87.98","86.48","54.66K","-1.26%"
"Sep 23, 2011","89.02","89.41","90.91","88.32","290.71K","-0.87%"
"Sep 22, 2011","89.80","90.16","90.91","89.41","276.25K","-0.28%"
"Sep 21, 2011","90.05","88.32","90.75","88.32","458.46K","1.16%"
"Sep 20, 2011","89.02","87.54","89.03","87.54","90.74K","1.27%"
"Sep 19, 2011","87.90","87.73","88.43","87.73","10.41K","-0.24%"
"Sep 16, 2011","88.11","88.57","88.63","87.68","8.37K","-0.20%"
"Sep 15, 2011","88.29","87.60","88.43","87.53","37.60K","0.35%"
"Sep 14, 2011","87.98","88.13","88.66","87.53","24.02K","-0.80%"
"Sep 13, 2011","88.69","86.78","89.37","86.78","32.45K","1.71%"
"Sep 12, 2011","87.20","87.16","87.34","86.41","14.08K","0.43%"
"Sep 09, 2011","86.83","85.69","88.28","85.69","17.13K","-1.22%"
"Sep 08, 2011","87.90","88.28","88.73","87.90","20.43K","-0.24%"
"Sep 07, 2011","88.11","88.44","89.03","87.90","25.88K","-0.51%"
"Sep 06, 2011","88.56","87.53","88.84","87.53","67.38K","0.24%"
"Sep 05, 2011","88.35","87.90","89.67","87.90","14.43K","0.90%"
"Aug 30, 2011","87.56","86.40","87.68","86.40","18.42K","0.59%"
"Aug 29, 2011","87.05","87.00","87.57","86.51","13.43K","-0.59%"
"Aug 25, 2011","87.57","87.53","87.90","86.40","38.58K","-0.19%"
"Aug 24, 2011","87.74","87.53","88.28","87.19","18.67K","0.68%"
"Aug 23, 2011","87.15","87.15","87.34","86.42","16.56K","-0.49%"
"Aug 22, 2011","87.58","86.40","87.90","86.40","18.70K","0.11%"
"Aug 19, 2011","87.48","87.87","87.87","85.84","28.81K","-1.63%"
"Aug 18, 2011","88.93","90.53","90.53","88.32","165.60K","-1.85%"
"Aug 17, 2011","90.61","90.53","91.28","89.41","203.33K","0.63%"
"Aug 16, 2011","90.04","88.69","90.53","88.69","115.43K","0.41%"
"Aug 15, 2011","89.67","90.27","91.47","89.41","79.76K","-1.37%"
"Aug 12, 2011","90.92","88.66","92.34","87.91","180.82K","3.25%"
"Aug 11, 2011","88.06","87.90","88.66","87.53","23.21K","0.06%"
"Aug 10, 2011","88.01","87.98","88.84","87.15","23.75K","2.24%"
"Aug 09, 2011","86.08","86.04","87.15","85.65","50.84K","-2.07%"
"Aug 08, 2011","87.90","86.42","88.24","86.42","291.37K","-0.44%"
"Aug 05, 2011","88.29","88.66","88.84","86.40","144.14K","-1.10%"
"Aug 04, 2011","89.27","89.63","89.67","89.03","18.42K","-0.26%"
"Aug 03, 2011","89.50","90.91","90.91","89.42","196.46K","-0.64%"
"Aug 02, 2011","90.08","90.92","90.94","89.78","11.17K","-0.99%"
"Aug 01, 2011","90.98","90.75","92.40","90.54","62.22K","0.91%"
"Jul 29, 2011","90.16","89.78","90.35","89.60","22.90K","0.27%"
"Jul 28, 2011","89.92","89.78","90.17","89.44","22.15K","-0.53%"
"Jul 27, 2011","90.40","90.91","91.10","89.89","35.89K","-0.96%"
"Jul 26, 2011","91.28","90.91","91.44","90.61","156.01K","0.82%"
"Jul 25, 2011","90.54","91.66","91.66","90.31","107.93K","-1.21%"
"Jul 22, 2011","91.65","90.83","92.17","90.16","455.75K","1.59%"
"Jul 21, 2011","90.22","90.90","90.90","89.53","181.36K","0.06%"
"Jul 20, 2011","90.17","90.16","90.49","89.43","213.11K","0.57%"
"Jul 19, 2011","89.66","89.86","90.91","88.73","467.28K","0.31%"
"Jul 18, 2011","89.38","88.91","89.53","87.95","223.98K","1.40%"
"Jul 15, 2011","88.15","88.13","88.66","87.90","65.80K","0.35%"
"Jul 14, 2011","87.84","87.83","88.05","87.33","14.63K","0.18%"
"Jul 13, 2011","87.68","88.05","88.66","87.57","41.83K","0.30%"
"Jul 12, 2011","87.42","87.23","87.81","87.32","11.17K","-0.52%"
"Jul 11, 2011","87.88","87.90","88.28","87.53","17.67K","-0.33%"
"Jul 08, 2011","88.17","87.88","88.81","87.79","12.83K","0.17%"
"Jul 07, 2011","88.02","89.02","89.41","87.82","25.38K","-1.16%"
"Jul 06, 2011","89.05","89.71","90.08","88.59","35.21K","-0.38%"
"Jul 05, 2011","89.39","89.11","90.08","89.03","45.15K","0.28%"
"Jul 04, 2011","89.14","87.53","90.16","86.05","302.46K","2.25%"
"Jul 01, 2011","87.18","88.66","88.66","87.15","322.69K","-0.02%"
"Jun 30, 2011","87.20","87.15","87.83","87.15","61.55K","0.00%"
"Jun 29, 2011","87.20","86.40","87.90","86.40","377.33K","1.58%"
"Jun 28, 2011","85.84","86.85","87.15","85.73","156.72K","-1.69%"
"Jun 27, 2011","87.32","89.41","89.41","87.24","18.82K","-0.85%"
"Jun 24, 2011","88.07","88.28","88.50","87.90","41.16K","-0.38%"
"Jun 23, 2011","88.41","88.28","89.03","87.92","623.75K","0.41%"
"Jun 22, 2011","88.05","87.98","88.66","87.91","42.66K","-0.59%"
"Jun 21, 2011","88.57","88.66","88.99","87.90","190.23K","1.04%"
"Jun 20, 2011","87.66","87.91","88.28","87.53","36.63K","-0.77%"
"Jun 17, 2011","88.34","88.78","89.03","88.28","26.30K","-0.46%"
"Jun 16, 2011","88.75","89.37","89.37","88.66","57.01K","-0.60%"
"Jun 15, 2011","89.29","90.16","90.16","89.03","23.76K","-0.63%"
"Jun 14, 2011","89.86","90.53","91.62","89.22","139.27K","-1.07%"
"Jun 13, 2011","90.83","90.53","91.29","89.97","198.88K","0.66%"
"Jun 10, 2011","90.23","90.61","90.91","90.11","22.30K","-0.54%"
"Jun 09, 2011","90.72","91.47","91.47","90.72","22.63K","-0.82%"
"Jun 08, 2011","91.47","90.16","91.66","90.01","231.54K","1.26%"
"Jun 07, 2011","90.33","90.08","90.72","90.01","158.30K","0.58%"
"Jun 06, 2011","89.81","87.15","90.16","86.59","124.50K","2.21%"
"Jun 03, 2011","87.87","88.09","88.20","87.69","32.09K","-0.54%"
"Jun 02, 2011","88.35","88.85","88.85","88.28","32.19K","-0.42%"
"Jun 01, 2011","88.72","88.66","89.34","88.28","82.11K","0.66%"
"May 31, 2011","88.14","90.15","90.15","87.75","207.65K","-1.82%"
"May 30, 2011","89.77","90.72","91.01","89.56","36.13K","-1.00%"
"May 27, 2011","90.68","90.91","91.17","90.20","102.81K","0.01%"
"May 26, 2011","90.67","90.18","91.66","90.18","102.47K","0.06%"
"May 25, 2011","90.62","90.91","91.28","90.23","54.24K","0.27%"
"May 24, 2011","90.38","90.16","90.72","90.08","49.55K","0.27%"
"May 23, 2011","90.14","88.81","90.16","88.81","113.09K","0.93%"
"May 20, 2011","89.31","88.05","91.59","87.82","95.45K","1.29%"
"May 19, 2011","88.17","88.05","88.66","88.05","40.04K","-0.10%"
"May 18, 2011","88.26","89.08","89.22","88.02","17.85K","-0.88%"
"May 17, 2011","89.04","89.41","90.17","88.87","103.98K","0.32%"
"May 16, 2011","88.76","90.92","90.92","88.58","63.74K","-2.46%"
"May 13, 2011","91.00","91.66","91.66","90.91","34.02K","-0.87%"
"May 12, 2011","91.80","91.66","92.00","91.13","224.39K","-0.16%"
"May 11, 2011","91.95","91.66","92.26","90.91","218.68K","0.24%"
"May 10, 2011","91.73","93.05","93.07","91.40","92.83K","-0.90%"
"May 09, 2011","92.56","91.66","93.09","90.91","764.34K","1.78%"
"May 06, 2011","90.94","89.78","92.25","89.41","688.73K","0.82%"
"May 05, 2011","90.20","88.73","90.38","88.73","87.65K","1.11%"
"May 04, 2011","89.21","90.18","90.18","87.90","79.37K","-1.46%"
"May 03, 2011","90.53","90.91","90.91","89.50","92.17K","-0.32%"
"May 02, 2011","90.82","91.70","91.81","90.53","68.81K","-0.97%"
"Apr 29, 2011","91.71","91.51","92.79","91.51","129.92K","0.00%"
"Apr 28, 2011","91.71","92.40","92.70","91.66","120.29K","-0.83%"
"Apr 27, 2011","92.48","93.05","93.91","92.41","119.68K","-0.79%"
"Apr 26, 2011","93.22","93.54","93.89","92.43","134.09K","-0.54%"
"Apr 25, 2011","93.73","93.91","93.99","93.58","432.32K","0.00%"
"Apr 22, 2011","93.73","93.17","94.27","92.49","241.77K","0.45%"
"Apr 21, 2011","93.31","93.54","94.06","92.79","132.73K","-0.59%"
"Apr 20, 2011","93.86","92.41","94.29","91.40","298.99K","1.75%"
"Apr 19, 2011","92.25","93.54","93.54","92.16","96.25K","-1.66%"
"Apr 18, 2011","93.81","95.04","95.04","93.54","90.50K","-0.23%"
"Apr 15, 2011","94.03","91.26","95.27","88.96","788.36K","3.43%"
"Apr 14, 2011","90.91","91.92","92.03","90.16","47.31K","-0.84%"
"Apr 13, 2011","91.68","90.92","92.34","90.91","92.09K","0.80%"
"Apr 12, 2011","90.95","90.61","91.21","90.35","29.55K","0.10%"
"Apr 11, 2011","90.86","92.19","92.19","90.38","58.84K","-1.46%"
"Apr 08, 2011","92.21","90.83","92.41","89.78","163.14K","1.24%"
"Apr 07, 2011","91.08","91.13","91.65","90.35","89.00K","-0.61%"
"Apr 06, 2011","91.64","91.66","92.56","89.59","411.88K","0.43%"
"Apr 05, 2011","91.25","89.78","91.59","87.68","299.25K","1.96%"
"Apr 04, 2011","89.50","88.66","90.27","88.20","262.33K","1.60%"
"Apr 01, 2011","88.09","85.27","88.09","82.79","287.87K","4.99%"
"Mar 31, 2011","83.90","83.29","84.70","81.23","554.64K","2.33%"
"Mar 30, 2011","81.99","80.47","82.64","80.47","107.49K","1.69%"
"Mar 29, 2011","80.63","79.63","80.77","79.62","86.08K","1.92%"
"Mar 28, 2011","79.11","78.26","79.83","78.26","12.09K","-0.28%"
"Mar 25, 2011","79.33","80.38","80.38","79.26","25.65K","-0.55%"
"Mar 24, 2011","79.77","79.49","80.43","79.49","74.07K","0.15%"
"Mar 22, 2011","79.65","80.62","81.07","78.96","324.28K","-0.91%"
"Mar 21, 2011","80.38","81.15","81.22","80.09","138.26K","-1.24%"
"Mar 18, 2011","81.39","82.72","83.40","80.77","212.27K","-2.62%"
"Mar 17, 2011","83.58","80.99","84.12","80.77","180.13K","4.33%"
"Mar 16, 2011","80.11","81.10","81.52","79.26","48.01K","-0.42%"
"Mar 15, 2011","80.45","83.02","83.70","80.20","360.22K","-7.97%"
"Mar 14, 2011","87.42","86.64","87.77","86.64","191.87K","0.11%"
"Mar 11, 2011","87.32","86.40","87.55","85.38","117.39K","0.90%"
"Mar 10, 2011","86.54","87.60","87.77","86.27","49.96K","-0.83%"
"Mar 09, 2011","87.26","86.98","87.97","86.74","62.08K","0.93%"
"Mar 08, 2011","86.46","87.60","87.60","85.92","98.78K","-0.45%"
"Mar 07, 2011","86.85","89.34","89.47","86.74","148.06K","-1.53%"
"Mar 04, 2011","88.20","83.33","88.21","83.33","1.11M","4.99%"
"Mar 03, 2011","84.01","83.40","84.22","82.82","137.48K","0.67%"
"Mar 02, 2011","83.45","85.04","85.04","82.30","225.76K","0.02%"
"Mar 01, 2011","83.43","82.71","84.69","81.96","687.36K","2.47%"
"Feb 28, 2011","81.42","80.39","81.96","79.98","152.04K","2.11%"
"Feb 25, 2011","79.74","81.96","82.51","79.13","209.47K","-1.73%"
"Feb 24, 2011","81.14","80.75","81.83","80.68","79.25K","0.87%"
"Feb 23, 2011","80.44","81.61","81.96","78.24","213.71K","-1.24%"
"Feb 22, 2011","81.45","83.84","83.84","80.94","452.42K","-2.03%"
"Feb 21, 2011","83.14","84.56","84.59","83.00","151.91K","-1.17%"
"Feb 18, 2011","84.12","85.72","86.74","83.40","1.31M","-1.44%"
"Feb 17, 2011","85.35","83.74","85.92","83.57","261.81K","1.37%"
"Feb 15, 2011","84.20","84.28","84.63","83.40","501.27K","0.92%"
"Feb 14, 2011","83.43","83.67","83.82","82.64","351.19K","0.00%"
"Feb 11, 2011","83.43","83.60","84.52","83.12","164.66K","-0.80%"
"Feb 10, 2011","84.10","84.69","84.69","84.05","83.65K","-0.28%"
"Feb 09, 2011","84.34","85.24","85.24","84.18","32.66K","-1.16%"
"Feb 08, 2011","85.33","84.71","85.51","84.49","606.56K","0.06%"
"Feb 07, 2011","85.28","85.23","85.89","84.73","107.71K","0.39%"
"Feb 04, 2011","84.95","85.17","85.27","84.01","455.80K","0.28%"
"Feb 03, 2011","84.71","85.99","85.99","84.56","174.80K","-0.55%"
"Feb 02, 2011","85.18","83.94","85.61","82.47","609.60K","1.95%"
"Feb 01, 2011","83.55","84.18","84.86","82.99","228.99K","-0.58%"
"Jan 31, 2011","84.04","85.55","86.37","83.33","735.22K","-0.63%"
"Jan 28, 2011","84.57","84.86","85.35","84.01","281.50K","0.17%"
"Jan 27, 2011","84.43","84.35","85.45","84.08","766.63K","1.19%"
"Jan 26, 2011","83.44","84.09","84.70","83.33","296.18K","-1.08%"
"Jan 25, 2011","84.35","84.93","85.27","84.28","103.95K","-0.07%"
"Jan 24, 2011","84.41","84.69","85.14","84.22","41.92K","-0.18%"
"Jan 21, 2011","84.56","84.01","85.55","84.01","108.02K","0.63%"
"Jan 20, 2011","84.03","85.99","85.55","83.89","80.38K","-1.18%"
"Jan 19, 2011","85.03","86.06","86.82","84.76","232.47K","-0.86%"
"Jan 18, 2011","85.77","87.02","87.04","85.68","110.38K","-0.96%"
"Jan 17, 2011","86.60","87.26","87.43","86.29","286.72K","0.07%"
"Jan 14, 2011","86.54","87.75","87.75","86.37","407.52K","-0.70%"
"Jan 13, 2011","87.15","87.90","88.09","86.23","229.44K","-0.22%"
"Jan 12, 2011","87.34","84.69","88.04","84.62","1.15M","3.95%"
"Jan 11, 2011","84.02","84.43","85.04","83.84","482.93K","-0.44%"
"Jan 10, 2011","84.39","86.22","86.61","84.01","243.35K","-1.15%"
"Jan 07, 2011","85.37","85.95","86.10","85.16","551.60K","0.01%"
"Jan 06, 2011","85.36","85.04","85.98","84.52","1.13M","0.04%"
"Jan 05, 2011","85.33","83.16","86.37","82.92","2.21M","2.51%"
"Jan 04, 2011","83.24","81.62","83.53","81.62","919.39K","2.00%"
"Jan 03, 2011","81.61","82.10","82.64","79.78","748.11K","-2.02%"
"Dec 31, 2010","83.29","85.38","85.57","82.99","1.02M","-2.24%"
"Dec 30, 2010","85.20","81.02","85.38","81.02","2.69M","4.77%"
"Dec 29, 2010","81.32","79.58","81.95","79.58","797.53K","1.50%"
"Dec 28, 2010","80.12","79.93","80.87","79.43","212.31K","-0.62%"
"Dec 27, 2010","80.62","80.19","80.94","79.50","200.07K","1.40%"
"Dec 24, 2010","79.51","77.87","79.71","77.87","105.12K","0.48%"
"Dec 23, 2010","79.13","79.64","80.39","78.89","107.96K","-1.01%"
"Dec 22, 2010","79.94","80.59","80.60","79.22","589.88K","-0.68%"
"Dec 21, 2010","80.49","81.96","82.37","80.25","1.05M","-1.82%"
"Dec 20, 2010","81.98","83.19","83.26","81.83","294.09K","0.39%"
"Dec 15, 2010","81.66","80.47","83.32","79.91","1.58M","1.54%"
"Dec 14, 2010","80.42","78.03","80.73","78.03","691.79K","1.54%"
"Dec 13, 2010","79.20","79.75","80.43","79.02","244.50K","-1.26%"
"Dec 10, 2010","80.21","79.23","81.27","77.86","1.17M","1.79%"
"Dec 09, 2010","78.80","79.05","79.84","78.21","318.09K","-0.74%"
"Dec 08, 2010","79.39","77.17","79.91","77.17","1.23M","3.08%"
"Dec 07, 2010","77.02","78.07","78.07","76.59","225.49K","-1.19%"
"Dec 06, 2010","77.95","79.20","79.20","77.52","615.98K","0.62%"
"Dec 03, 2010","77.47","74.38","77.47","73.81","1.39M","4.99%"
"Dec 02, 2010","73.79","72.95","74.07","72.65","245.71K","1.81%"
"Dec 01, 2010","72.48","73.32","73.36","72.40","257.77K","0.01%"
"Nov 30, 2010","72.47","70.52","72.74","70.52","153.84K","1.97%"
"Nov 29, 2010","71.07","70.56","71.96","70.56","33.27K","-0.15%"
"Nov 26, 2010","71.18","70.04","71.89","70.04","79.38K","0.24%"
"Nov 25, 2010","71.01","72.06","72.54","70.84","253.00K","-1.46%"
"Nov 24, 2010","72.06","73.42","73.42","71.78","120.21K","-1.50%"
"Nov 23, 2010","73.16","73.10","74.31","72.81","208.86K","0.08%"
"Nov 22, 2010","73.10","72.40","73.38","72.23","1.14M","1.34%"
"Nov 16, 2010","72.13","71.04","72.19","71.03","235.29K","1.31%"
"Nov 15, 2010","71.20","72.06","72.06","71.10","35.16K","0.03%"
"Nov 12, 2010","71.18","71.04","71.37","70.56","57.67K","0.13%"
"Nov 11, 2010","71.09","71.37","72.33","71.03","86.67K","-0.75%"
"Nov 10, 2010","71.63","72.40","72.74","71.03","521.66K","0.38%"
"Nov 08, 2010","71.36","71.58","72.13","70.86","297.46K","0.78%"
"Nov 05, 2010","70.81","70.93","71.37","70.69","186.87K","0.64%"
"Nov 04, 2010","70.36","70.01","70.69","69.52","123.85K","0.59%"
"Nov 03, 2010","69.95","70.21","70.69","69.60","921.33K","0.46%"
"Nov 02, 2010","69.63","69.39","69.67","68.98","103.84K","1.16%"
"Nov 01, 2010","68.83","69.66","69.84","68.64","96.65K","-0.76%"
"Oct 29, 2010","69.36","70.18","70.18","68.75","176.24K","-0.60%"
"Oct 28, 2010","69.78","68.72","70.76","68.72","193.12K","0.75%"
"Oct 27, 2010","69.26","69.95","70.15","68.34","210.68K","-0.32%"
"Oct 26, 2010","69.48","70.69","71.72","68.79","272.31K","-2.29%"
"Oct 25, 2010","71.11","72.39","72.39","71.03","415.03K","-0.25%"
"Oct 22, 2010","71.29","73.18","73.18","71.03","205.91K","-1.55%"
"Oct 21, 2010","72.41","70.01","73.00","69.87","871.43K","3.64%"
"Oct 20, 2010","69.87","69.16","70.01","69.05","71.72K","0.22%"
"Oct 19, 2010","69.72","68.98","70.45","68.98","716.71K","1.23%"
"Oct 18, 2010","68.87","67.28","69.41","67.28","953.46K","0.82%"
"Oct 15, 2010","68.31","68.78","68.98","68.23","230.92K","-0.16%"
"Oct 14, 2010","68.42","68.98","69.58","68.20","162.85K","-0.52%"
"Oct 13, 2010","68.78","68.85","69.60","68.64","140.08K","-1.14%"
"Oct 12, 2010","69.57","69.50","69.74","68.64","727.47K","0.30%"
"Oct 11, 2010","69.36","66.87","70.01","66.39","664.00K","3.69%"
"Oct 08, 2010","66.89","64.89","67.93","64.89","566.09K","2.94%"
"Oct 07, 2010","64.98","63.66","65.13","63.66","162.01K","1.74%"
"Oct 06, 2010","63.87","63.93","64.20","63.59","24.82K","0.00%"
"Oct 05, 2010","63.87","64.31","64.53","63.52","58.47K","-0.02%"
"Oct 04, 2010","63.88","64.54","64.61","63.59","34.39K","-1.02%"
"Oct 01, 2010","64.54","64.72","65.51","64.27","31.80K","-0.77%"
"Sep 30, 2010","65.04","64.34","65.81","64.34","39.63K","-0.85%"
"Sep 29, 2010","65.60","64.41","65.81","64.20","200.68K","0.64%"
"Sep 28, 2010","65.18","64.54","66.25","64.54","190.62K","1.49%"
"Sep 27, 2010","64.22","64.00","64.54","63.21","71.65K","0.06%"
"Sep 24, 2010","64.18","64.85","64.85","63.53","27.01K","0.05%"
"Sep 23, 2010","64.15","63.21","64.20","63.21","75.69K","0.11%"
"Sep 22, 2010","64.08","65.43","65.43","63.86","40.04K","-1.02%"
"Sep 21, 2010","64.74","66.51","66.53","64.54","74.28K","-2.09%"
"Sep 20, 2010","66.12","66.59","66.93","65.91","34.03K","-0.90%"
"Sep 17, 2010","66.72","66.61","67.52","66.26","122.14K","-0.61%"
"Sep 16, 2010","67.13","68.98","69.33","66.94","106.40K","-1.66%"
"Sep 15, 2010","68.26","67.82","68.44","66.67","217.11K","1.19%"
"Sep 14, 2010","67.46","66.59","67.69","66.12","247.09K","3.58%"
"Sep 09, 2010","65.13","66.93","65.88","65.06","7.93K","-0.72%"
"Sep 08, 2010","65.60","65.50","66.05","65.24","40.34K","0.78%"
"Sep 07, 2010","65.09","64.41","65.36","64.21","16.28K","0.17%"
"Sep 06, 2010","64.98","64.89","65.08","64.87","12.65K","-0.88%"
"Sep 03, 2010","65.56","65.64","66.18","65.33","9.56K","-0.64%"
"Sep 02, 2010","65.98","66.25","67.17","65.64","60.51K","-0.93%"
"Sep 01, 2010","66.60","66.59","66.87","65.99","175.05K","-1.07%"
"Aug 31, 2010","67.32","65.57","67.33","64.20","219.38K","4.97%"
"Aug 30, 2010","64.13","64.65","65.09","63.86","58.94K","-1.17%"
"Aug 27, 2010","64.89","63.59","65.05","63.59","46.29K","0.75%"
"Aug 26, 2010","64.41","63.21","64.89","63.18","129.05K","2.09%"
"Aug 25, 2010","63.09","64.68","65.47","62.84","49.18K","-2.61%"
"Aug 24, 2010","64.78","65.92","65.93","64.54","37.96K","-1.61%"
"Aug 23, 2010","65.84","66.94","67.28","65.67","41.70K","-2.07%"
"Aug 20, 2010","67.23","67.69","67.96","66.94","40.08K","-0.68%"
"Aug 19, 2010","67.69","66.85","68.23","66.76","76.91K","1.26%"
"Aug 18, 2010","66.85","66.94","68.10","66.63","30.16K","-0.13%"
"Aug 17, 2010","66.94","65.38","68.30","62.84","82.17K","2.39%"
"Aug 16, 2010","65.38","68.98","69.33","65.38","146.80K","-5.00%"
"Aug 13, 2010","68.82","68.49","69.18","67.98","21.37K","0.23%"
